LT_ND_Grahl_002,,,,,,,,,,,,
SITENAME,DATE,TIME,Salinity,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS4,2001-05-23,11:00,19.5,47.534,0.49,1225.833,3.8,1.44,0.22,0.04,1145.833,1.22
SRS5,2001-05-23,12:30,31.2,23.162,0.65,803.75,1.95,0.97,0.27,0.02,783.5,0.7
SRS6,2001-05-23,13:00,33.9,17.995,0.61,664.25,1.76,0.84,0.23,0.04,610.75,0.61
SRS1a,2001-06-12,13:00,-9999,37.775,0.66,1437.5,2.05,0.43,0.12,0.04,1305.833,0.31
SRS3,2001-06-12,10:00,-9999,116.066,1.85,2403.333,1.54,0.21,0.21,0.03,2393.333,0
SRS4,2001-06-26,14:30,12.3,43.245,0.54,781.417,1.04,0.65,0.3,0.02,830.917,0.35
SRS5,2001-06-26,13:30,20.7,36.088,0.52,1197.5,1.21,1.89,0.43,0.04,1233.333,1.46
SRS6,2001-06-26,11:30,31.2,39.817,0.47,1412.5,1.96,0.93,0.18,0.06,1339.167,0.75
SRS2,2001-07-23,13:00,-9999,109.424,0.27,2359.167,5.79,1.7,0.27,0,2387.5,1.42
SRS3,2001-07-23,11:30,-9999,71.656,0.24,1623.333,5.03,0.48,0.19,0.04,1633.333,0.29
SRS4,2001-07-25,11:00,7,45.313,0.23,1538.333,1.45,1.14,0.22,0.03,1463.333,0.92
SRS5,2001-07-25,12:30,7.9,60.121,0.32,1445,0.97,2.02,0.4,0.01,1434.167,1.62
SRS6,2001-07-25,13:00,20.6,43.978,0.65,1076.667,1.91,2.97,0.54,0.03,1074.167,2.43
SRS1a,2001-07-31,11:00,-9999,58.256,0.44,1377.5,6.4,3.59,0.39,0.01,1369.167,3.2
SRS2,2001-09-05,12:00,-9999,65.028,0.14,1985,4.98,0.17,0.11,0.03,1953.333,0.07
SRS3,2001-09-05,11:00,-9999,43.105,0.13,1334.167,1.55,0.31,0.09,0.03,1340,0.22
SRS4,2001-09-10,11:00,0.7,45.34,0.24,1307.5,2.38,0.99,0.15,0.08,1270.833,0.84
SRS5,2001-09-10,12:00,4.3,46.618,0.12,1306.667,2.11,2.24,0.22,0.1,1325.833,2.02
SRS6,2001-09-10,13:00,17.2,44.376,0.6,933.333,3.28,4.23,0.36,-9999,937.5,3.87
SRS1a,2001-09-13,12:00,-9999,47.755,0.27,1397.5,8.1,2.58,0.2,0.02,1490,2.38
SRS4,2001-10-06,10:00,0.2,30.942,0.17,922.5,0.79,0.26,0.1,0.02,936.667,0.16
SRS5,2001-10-06,10:30,2.7,28.508,0.33,979.167,1.1,1.04,0.15,0.08,986.667,0.89
SRS6,2001-10-06,13:00,8.5,32.68,0.35,882.5,0.8,1.3,0.18,0.17,866.667,1.12
SRS2,2001-10-14,12:00,-9999,43.672,0.14,1311.667,1.53,0.09,0.09,0.03,1250.833,0
SRS3,2001-10-14,11:00,-9999,39.53,0.12,1236.667,2,0.23,0.11,0.01,1242.5,0.12
SRS1a,2001-10-22,12:00,-9999,47.638,0.11,1265.833,3,1.99,0.12,0.02,1286.667,1.86
SRS4,2001-10-31,11:00,1,44.116,0.15,1142.5,3.15,0.25,0.05,0,1180.833,0.2
SRS5,2001-10-31,12:00,9,53.486,0.18,1150,3.71,1.4,0.09,0,1191.667,1.31
SRS6,2001-10-31,13:00,13.2,44.156,0.78,867.5,9.81,3.67,0.2,0.01,862.5,3.47
SRS2,2001-11-19,12:00,-9999,61.649,0.86,1353.333,2.72,0.11,0,0,1298.75,0.1
SRS3,2001-11-19,9:00,-9999,67.842,0.85,1431.667,3.82,1.57,0.04,0,1374.167,1.53
SRS1a,2001-11-28,14:00,-9999,39.364,-9999,1159.167,2.1,0.38,0.09,0,1161.667,0.29
SRS4,2001-11-28,11:00,0.8,37.244,0.14,1142.5,1.9,0.37,0.12,-9999,1118.333,0.25
SRS5,2001-11-28,12:00,1.8,35.721,0.18,1140.833,1.46,0.98,0.14,0,1135,0.84
SRS6,2001-11-28,13:00,13.2,38.894,0.35,839.167,3.7,2.65,0.32,0.04,852.5,2.34
SRS2,2001-12-13,11:00,-9999,38.613,-9999,1198.333,2.95,0.92,0.11,-9999,1225.833,0.81
SRS3,2001-12-13,12:00,-9999,40.666,-9999,1126.667,3.75,2.51,0.13,-9999,1095,2.38
SRS4,2001-12-17,10:00,1,40.124,0.16,1216.667,2.29,0.55,0.12,0,1179.167,0.43
SRS5,2001-12-17,12:00,1.5,34.628,0.13,1158.333,1.7,1.17,0.13,0,1108.333,1.03
SRS6,2001-12-17,12:30,4.9,46.37,0.43,1181.667,0.87,1.59,0.17,0,1137.5,1.43
SRS1a,2001-12-19,11:00,-9999,40.234,0.09,1130.833,2.55,0.26,0.06,0,1130.833,0.2
SRS2,2002-01-15,13:00,-9999,55.287,0.24,1561.667,2.97,0.69,0.1,0.08,1590,0.59
SRS3,2002-01-15,9:30,-9999,71.82,-9999,1456.667,3.34,1.89,0.11,-9999,1419.167,1.78
SRS1a,2002-01-22,13:00,-9999,36.937,0.24,1145.833,6.69,1.52,0.11,0.1,1146.667,1.41
SRS4,2002-01-24,12:30,1.4,30.418,0.35,1322.5,2.04,1.75,0.23,-9999,1333.333,1.52
SRS5,2002-01-24,13:00,6.8,26.133,-9999,1104.583,2.53,2.07,0.23,-9999,1107.5,1.84
SRS6,2002-01-24,14:00,14.8,39.719,-9999,851.667,2.39,2.06,0.26,-9999,842.5,1.8
SRS2,2002-02-10,15:00,-9999,54.684,-9999,1890.833,4.47,1.44,0.11,-9999,1775.833,1.32
SRS3,2002-02-10,11:00,-9999,57.56,-9999,1637.5,-9999,5.47,0.15,-9999,1610.833,5.33
SRS4,2002-02-26,11:00,2.2,27.233,0.22,1475,3.71,2.99,0.24,0.01,1531.667,2.75
SRS5,2002-02-26,14:00,18.7,17.533,0.32,905,0.89,0.88,0.18,0.11,923.333,0.7
SRS6,2002-02-26,15:00,24.9,17.563,0.8,665,0.61,0.91,0.22,-9999,657.5,0.69
SRS1a,2002-02-28,9:00,-9999,24.419,0.57,1167.5,2.7,0.05,0.04,0.03,1227.5,0.01
SRS2,2002-03-08,14:00,-9999,29.129,0.4,1911.667,3.76,0.07,0.07,0.02,1902.5,0.01
SRS3,2002-03-08,11:00,-9999,42.83,0.55,1608.333,8.71,4.08,0.1,0.01,1653.333,3.98
SRS1a,2002-03-28,11:00,-9999,21.814,0.77,1263.333,5.47,0.23,0.09,0.08,1273.333,0.14
SRS4,2002-04-02,13:30,6.9,22.222,0.2,1436.667,2.6,0.29,0.16,0.04,1438.333,0.14
SRS5,2002-04-02,12:00,20.6,19.763,0.41,1030,1.4,0.75,0.2,0.11,1046.667,0.55
SRS6,2002-04-02,11:00,29.3,15.422,-9999,675.333,-9999,1.25,0.08,-9999,684,1.17
SRS2,2002-04-05,11:30,-9999,41.409,0.24,2657.5,7.41,0.18,0.1,0.02,2328.333,0.08
SRS3,2002-04-05,10:00,-9999,34.591,0.17,1850.833,-9999,1.15,0.15,0,1916.667,1.01
SRS1a,2002-04-09,9:30,-9999,43.938,0.43,1248.333,8.23,0.43,0.1,0.01,1266.667,0.33
SRS3,2002-05-07,11:00,-9999,118.601,2.32,2094.167,-9999,1.79,0.64,0.06,2115,1.15
SRS1a,2002-05-08,11:00,-9999,71.968,0.9,1317.5,5.31,0.12,0.08,0.05,1340.833,0.04
SRS4,2002-05-13,11:00,17,73.546,0.67,1359.167,1.74,0.32,0.12,0.09,1384.167,0.2
SRS5,2002-05-13,12:00,29.4,52.822,0.91,824.25,2.01,0.9,0.25,0.14,826.417,0.65
SRS6,2002-05-13,12:00,33.3,47.452,0.8,641.75,0.65,1.02,0.21,-9999,590.083,0.82
SRS2,2002-06-06,11:30,-9999,110.16,0.44,2757.083,2.74,0.11,0.11,0.03,2740.833,0
SRS3,2002-06-06,10:30,-9999,78.371,0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999
SRS1a,2002-06-25,10:00,-9999,36.942,0.2,1082.5,-9999,6.75,0.49,0,1033.333,6.27
SRS4,2002-06-27,9:30,0.4,34.344,0.18,1173.333,3.11,2.78,0.18,0.05,1138.333,2.61
SRS5,2002-06-27,10:30,0.9,20.122,0.4,1144.167,1.37,2.29,0.17,0.05,1081.667,2.12
SRS6,2002-06-27,11:30,7.6,61.28,0.33,1100.833,2.55,2.5,0.2,0.04,1125,2.3
SRS2,2002-07-16,11:30,-9999,70.947,0.61,1551.667,2.85,0.89,0.1,0.09,1472.5,0.79
SRS3,2002-07-16,10:00,-9999,74.251,0.36,993.333,1.76,1.21,0.12,0.08,978.333,1.08
SRS4,2002-07-25,11:00,0.7,76.376,0.34,1192.5,0.76,1.54,0.18,0.06,1083.333,1.36
SRS5,2002-07-25,11:30,1.1,64.085,0.17,1179.167,1.01,2.53,0.19,0.05,1169.167,2.33
SRS6,2002-07-25,13:00,12.1,56.693,0.43,945,2.21,2.48,0.25,0.02,938.333,2.22
SRS1a,2002-07-29,11:00,-9999,75.072,0.11,1755.417,1.39,2.98,0.12,0.06,1752.917,2.87
SRS4,2002-08-19,10:15,0.8,42.362,0.11,1178.333,2.7,0.57,0.13,0.03,1243.333,0.44
SRS5,2002-08-19,11:00,3,41.053,0.13,1170,2.12,2.12,0.24,0.06,1327.5,1.88
SRS6,2002-08-19,12:00,18,33.284,0.43,1409.167,1.68,2.01,0.25,-9999,849.167,1.76
SRS2,2002-08-21,10:00,-9999,46.865,0.07,977.5,3.19,0.11,0.1,0.04,1553.333,0.01
SRS3,2002-08-21,10:30,-9999,40.228,-9999,1362.5,2.09,0.42,0.14,0.02,1355.833,0.28
SRS1a,2002-08-22,8:45,-9999,34.863,0.06,1211.667,2.19,0.36,0.08,0.03,1020.833,0.28
SRS2,2002-09-24,9:00,-9999,56.412,-9999,1208.333,2.55,0.09,0.09,-9999,1217.5,0
SRS3,2002-09-24,9:00,-9999,47.741,0.06,1295.833,2.16,0.13,0.09,0.02,1347.5,0.04
SRS1a,2002-09-25,15:45,-9999,57.526,-9999,1406.667,1.41,0.72,0.13,0.01,1491.667,0.59
SRS4,2002-09-26,10:30,0.5,37.666,0.09,1056.667,0.84,0.28,0.12,0.01,1221.667,0.16
SRS5,2002-09-26,11:30,5.2,37.568,0.19,1127.5,1.57,1.19,0.19,0.1,1148.333,1
SRS6,2002-09-26,12:00,18.7,34.863,-9999,760.167,0.73,1.54,0.19,-9999,765.917,1.35
SRS2,2002-10-18,9:00,-9999,40.589,0.06,1260.833,1.57,0.48,0.1,-9999,1165.833,0.38
SRS3,2002-10-18,9:30,-9999,38.746,0.08,1500.833,1.48,0.33,0.1,0.01,1430,0.23
SRS4,2002-10-21,11:00,0.8,21.706,0.13,1343.333,0.89,0.42,0.11,0.03,1254.167,0.31
SRS5,2002-10-21,11:40,3.6,28.809,0.32,1363.333,1.69,1.11,0.16,0.05,1190,0.95
SRS6,2002-10-21,12:00,17.2,30.005,-9999,989.167,1.18,1.63,0.19,-9999,851.667,1.44
SRS1a,2002-10-23,12:00,-9999,35.774,-9999,1634.167,2.41,0.39,0.13,-9999,1625.833,0.26
SRS2,2002-11-19,15:45,-9999,35.256,0.09,1375,4.34,2.97,0.12,0.05,1215.833,2.85
SRS3,2002-11-19,11:50,-9999,51.791,0.08,1294.167,1.73,0.93,0.1,0.04,1229.167,0.83
SRS1a,2002-11-20,13:15,-9999,58.464,0.12,1218.333,-9999,1.53,0.15,0.05,1318.333,1.38
SRS4,2002-11-21,10:15,1.2,30.429,0.23,1353.333,3.1,1.43,0.11,0.05,1199.167,1.32
SRS5,2002-11-21,11:00,2.9,45.66,0.14,1286.667,0.56,1.49,0.15,0.04,1175.833,1.34
SRS6,2002-11-21,11:30,11,39.178,0.26,1015,0.76,0.9,0.24,0.1,1034.167,0.66
SRS4,2002-12-17,10:00,0.9,38.138,-9999,1461.667,3.82,2.95,0.15,-9999,1154.167,2.8
SRS5,2002-12-17,10:50,1.6,39.735,0.21,1454.167,2.69,3.74,0.19,0.05,1216.667,3.56
SRS6,2002-12-17,11:40,12.7,38.738,-9999,1623.333,1.18,1.84,0.28,-9999,917.5,1.56
SRS1a,2002-12-19,12:00,-9999,66.196,0.81,1427.5,4.8,3.76,0.29,0.03,1370,3.48
SRS2,2002-12-19,10:10,-9999,62.003,0.22,1520.833,7.36,1.03,0.08,0.05,1314.167,0.96
SRS3,2002-12-19,9:15,-9999,42.408,0.1,1059.167,4,1.79,0.07,0.05,1264.167,1.72
SRS2,2003-01-17,11:30,-9999,56.901,0.08,1662.5,-9999,3.03,0.12,0.04,1475.833,2.91
SRS3,2003-01-17,9:00,-9999,54.09,-9999,933.333,-9999,4.97,0.11,0.02,1510,4.86
SRS1a,2003-01-21,9:10,-9999,58.915,0.63,1330.833,-9999,2.1,0.2,0.13,1000.833,1.9
SRS4,2003-01-23,12:30,1.6,36.922,0.05,-9999,7.49,4.41,0.26,0.02,-9999,4.15
SRS5,2003-01-23,11:30,14.1,27.91,0.29,-9999,0.92,1.61,0.24,-9999,-9999,1.37
SRS6,2003-01-23,14:00,20.1,19.289,0.31,866.542,0.47,0.92,0.08,-9999,755.167,0.84
SRS4,2003-02-18,10:00,4.1,26.883,0.26,-9999,4.28,4.77,0.39,0.05,-9999,4.39
SRS5,2003-02-18,11:00,16.4,33.838,0.33,589.5,1.07,0.84,0.11,-9999,643.333,0.73
SRS6,2003-02-18,11:30,25.9,22.525,0.42,1184.167,2.29,4.12,0.18,-9999,938.333,3.94
SRS1a,2003-02-20,13:15,-9999,67.587,0.8,935,-9999,1.13,0.21,-9999,1125,0.92
SRS2,2003-02-20,10:30,-9999,85.565,0.13,734.5,-9999,0.45,0.22,0.02,2084.167,0.23
SRS3,2003-02-20,9:30,-9999,110.494,0.26,783.917,-9999,1.74,0.32,0.05,1956.667,1.42
SRS2,2003-03-25,11:00,-9999,23.169,0.17,2358.333,-9999,0.28,0.1,0.73,-9999,0.19
SRS3,2003-03-25,10:00,-9999,29.898,-9999,2267.5,-9999,0.94,0.14,0,2400,0.81
SRS1a,2003-03-26,10:30,-9999,-9999,0.4,1096.667,1.25,0.26,0.04,0.05,940.833,0.23
SRS4,2003-03-27,10:00,15.2,44.462,0.27,1096.667,8.68,2.51,0.16,0.1,1118.333,2.35
SRS5,2003-03-27,11:00,22.5,22.865,0.38,1130,3.16,2.63,0.31,0.08,980,2.32
SRS6,2003-03-27,11:30,28.4,26.776,0.49,763.667,3.78,3.79,0.43,0.19,658.583,3.36
SRS4,2003-04-22,10:00,14.6,26.503,0.29,1156.667,1.44,1.25,0.1,-9999,1072.083,1.15
SRS5,2003-04-22,10:45,24.5,26.643,0.41,870.833,1.46,1.72,0.21,0.1,860,1.51
SRS6,2003-04-22,11:15,29.1,23.865,0.45,639.417,1.65,2.99,0.47,0.09,661.667,2.52
SRS1a,2003-04-24,14:30,-9999,69.998,1.15,1060,0.54,0.13,0.04,0.02,1024.167,0.09
SRS2,2003-04-24,10:45,-9999,107.148,0.14,2535.833,1.9,0.12,0.09,0.04,2318.333,0.03
SRS3,2003-04-24,11:45,-9999,102.85,0.36,2140,7.37,0.38,0.16,0.01,1870.833,0.22
SRS2,2003-05-15,11:00,-9999,50.534,0.14,-9999,2.62,0.16,0.1,0,1786.25,0.06
SRS3,2003-05-15,12:30,-9999,31.955,0.32,1910.833,5.4,1.03,0.16,0.02,1805,0.87
SRS4,2003-05-15,10:20,4.4,53.798,0.54,1324.167,2.21,0.68,0.15,0.05,1276.667,0.53
SRS5,2003-05-15,11:15,20,39.723,0.47,996.667,1.9,2.68,0.3,0.06,1009.167,2.38
SRS6,2003-05-15,12:00,27.6,26.406,0.13,595.75,2.39,2.41,0.4,-9999,578.25,2.01
SRS1a,2003-05-27,11:00,-9999,-9999,0.33,988.333,0.52,0.18,0.06,0.02,993.333,0.13
SRS2,2003-06-10,10:30,-9999,30.342,0.07,940.833,1.65,0.13,0.1,0,881.667,0.03
SRS3,2003-06-10,9:30,-9999,31.647,0.14,922.5,0.91,0.18,0.09,0.01,865.833,0.09
SRS1a,2003-06-17,11:00,-9999,31.58,0.34,1098.333,0.56,0.34,0.13,0.01,1088.333,0.21
SRS4,2003-06-19,10:45,1.2,38.169,0.12,1076.667,0.45,0.27,0.16,0.04,1060,0.11
SRS5,2003-06-19,11:30,6.5,35.277,0.34,1045,1.13,2.05,0.37,0.06,1000.417,1.68
SRS6,2003-06-19,12:00,18.4,34.989,0.56,796.75,2.08,3.29,0.47,0.08,770.333,2.81
SRS1a,2003-07-23,14:00,-9999,69.278,0.2,1484.167,2.03,1.61,0.14,0.03,1516.667,1.47
SRS2,2003-07-24,12:00,-9999,34.048,0.2,1170,2.26,0.09,0.09,0.04,1102.5,0
SRS3,2003-07-24,8:45,-9999,47.344,-9999,1123.333,1.08,0.17,0.11,0.06,1115,0.06
SRS4,2003-07-30,10:45,1,52.68,0.29,1103.333,0.83,0.46,0.13,0.02,1135.833,0.33
SRS5,2003-07-30,11:30,4.2,32.44,0.33,1115.833,1.13,1.31,0.2,0.04,1087.5,1.11
SRS6,2003-07-30,12:00,20.4,30.019,0.53,-9999,5.26,-9999,-9999,-9999,865.833,-9999
SRS4,2003-08-11,10:20,0.7,26.064,0.15,1086.667,0.82,0.16,0.12,0,1095.833,0.04
SRS5,2003-08-11,12:30,2.1,42.247,0.19,1262.5,1.04,1.16,0.2,0.05,1039.167,0.97
SRS6,2003-08-11,13:15,23.6,37.58,0.52,-9999,1.63,1.63,0.41,-9999,748.333,1.22
SRS1a,2003-08-18,13:45,-9999,101.131,0.19,1841.667,2.45,-9999,0.45,0.02,1821.667,-9999
SRS2,2003-08-18,10:25,-9999,44.667,0.06,-9999,1.87,0.07,0.07,0.03,1143.333,0
SRS3,2003-08-18,8:45,-9999,48.003,0.13,-9999,1.07,0.08,0.06,0.04,961.667,0.02
SRS1a,2003-09-09,12:30,-9999,36.182,0.14,1288.333,2,3.07,0.15,0.03,1406.667,2.92
SRS2,2003-09-09,15:20,-9999,30.598,0.13,1215,2.25,0.13,0.05,0.04,1252.5,0.08
SRS3,2003-09-09,10:45,-9999,34.218,0.13,955.417,2.43,0.1,0.02,0.07,1026.667,0.08
SRS4,2003-09-11,12:15,0.4,30.772,0.18,944.167,1.04,0.78,0.12,0.04,952.5,0.67
SRS5,2003-09-11,11:30,0.9,30.419,0.2,916.667,1.2,0.56,0.12,0.02,1006.667,0.44
SRS6,2003-09-11,10:50,13.2,22.908,0.37,808.333,2.15,2.23,0.52,-9999,818.25,1.71
SRS4,2003-10-07,10:30,0.3,22.35,0.26,830.833,1.36,0.1,0.1,0.03,874.167,-9999
SRS5,2003-10-07,11:00,0.5,29.603,0.19,907.5,0.83,0.61,0.14,0.03,945.833,0.47
SRS6,2003-10-07,11:20,10.6,31.96,0.35,748.083,3.18,2.98,0.45,0.06,821.083,2.53
SRS1a,2003-10-08,11:30,-9999,36.501,0.1,1126.667,1.7,3.94,0.22,0.02,1178.333,3.72
SRS2,2003-10-16,11:30,-9999,25.558,0.1,1121.667,1.19,0.08,0.07,0.03,1182.5,0.02
SRS3,2003-10-16,9:15,-9999,29.557,0.11,1028.333,0.87,0.14,0.07,0.04,1098.333,0.07
SRS4,2003-11-06,9:45,0.7,45.721,0.7,1009.583,1.28,0.49,0.11,0.03,1122.083,0.38
SRS5,2003-11-06,10:20,1.5,24.706,0.37,1068.333,1,1.13,0.16,0.03,1151.667,0.97
SRS6,2003-11-06,11:00,16.8,20.643,0.3,705.333,5.83,3.27,0.38,-9999,902.5,2.89
SRS2,2003-11-10,12:00,-9999,32.823,0.19,1212.5,0.85,0.1,0.1,0.03,1320.833,0
SRS3,2003-11-10,9:00,-9999,26.834,0.21,925.833,1.59,0.45,0.16,0.02,1024.167,0.29
SRS1a,2003-11-11,11:45,-9999,28.498,0.13,957.5,1.5,0.99,0.14,0.01,1110,0.84
SRS1a,2003-12-03,9:30,-9999,48.87,0.05,831.458,5.84,0.57,0.07,0.02,990.833,0.51
SRS4,2003-12-04,11:00,1,22.161,0.2,1165.417,4.06,1.13,0.16,-9999,1315.833,0.97
SRS5,2003-12-04,10:50,3.9,25.212,0.19,1113.333,1.92,1.81,0.15,-9999,1242.5,1.66
SRS6,2003-12-04,10:20,13.9,25.197,0.35,831,4.54,1.29,0.24,0.09,934.167,1.05
SRS2,2003-12-09,10:30,-9999,34.897,0.09,1490,3.04,0.44,0.09,0.03,1507.5,0.35
SRS3,2003-12-09,9:45,-9999,29.477,0.08,1349.167,3.29,0.68,0.08,0.02,1453.333,0.6
SRS2,2004-01-06,10:45,-9999,33.43,0.15,1445.833,3.33,0.71,0.14,0.02,1485,0.57
SRS3,2004-01-06,10:45,-9999,31.8,0.09,1430.833,5.47,1.16,0.26,0.12,1573.333,0.9
SRS4,2004-01-12,10:30,1.2,25.697,0.18,1399.167,2.76,3.05,0.17,0.01,1470,2.89
SRS5,2004-01-12,11:20,2.8,37.228,0.19,1407.5,3.65,3.65,0.22,0.01,1403.333,3.43
SRS6,2004-01-12,12:00,18,22.405,0.32,800.583,2.47,1.93,0.18,0.04,931.667,1.75
SRS1a,2004-01-26,13:20,-9999,26.231,0.23,905,2.23,0.1,0.1,0.01,990.417,-9999
SRS4,2004-02-09,10:45,1,35.948,0.19,1342.5,4.02,6.21,0.94,0.04,1353.333,5.27
SRS5,2004-02-09,12:00,1.8,37.428,0.14,1387.5,2.81,5.02,0.46,0.03,1369.167,4.56
SRS6,2004-02-09,12:40,8.6,33.076,0.19,1205,2.55,4.97,0.41,0.05,1200.833,4.55
SRS1a,2004-02-10,11:20,-9999,29.124,0.34,894.167,4.48,1.31,0.28,0.04,909.583,1.04
SRS2,2004-02-10,9:30,-9999,61.823,0.15,1332.5,4.55,1,0.26,0.04,1383.333,0.74
SRS3,2004-02-10,9:00,-9999,38.386,0.1,1466.667,3.76,1.82,0.29,0.06,1523.083,1.53
SRS2,2004-03-15,15:30,-9999,62.23,0.11,1608.333,6.16,0.54,0.12,0.02,1658.333,0.41
SRS3,2004-03-15,13:20,-9999,40.156,0.09,1612.5,7.15,1.71,0.16,0.03,1651.667,1.55
SRS4,2004-03-16,12:00,1.9,40.571,0.08,1440.417,3.74,2.48,0.24,0.02,1520,2.24
SRS5,2004-03-16,13:45,22.3,32.234,0.24,778.333,1.74,6.88,0.2,0.02,867.5,6.67
SRS6,2004-03-16,14:30,26.1,29.963,-9999,646.833,2.52,2.53,0.19,-9999,716.917,2.35
SRS1a,2004-03-23,16:15,-9999,34.788,0.32,912.5,8.15,3.9,0.36,0.05,696.25,3.53
SRS4,2004-04-06,10:15,11.1,27.044,0.24,-9999,3.19,4.51,0.18,0.02,-9999,4.33
SRS5,2004-04-06,12:45,26.9,27.847,0.28,680.833,0.53,2.57,0.14,0.01,-9999,2.43
SRS6,2004-04-06,13:00,30.4,20.151,0.3,-9999,0.76,1.23,0.12,0.03,-9999,1.12
SRS1a,2004-04-19,11:30,-9999,-9999,0.88,1060,1.47,3.99,0.26,0.01,-9999,3.73
SRS4,2004-05-03,10:40,8,30.892,0.31,-9999,2.34,2.58,0.26,0,-9999,2.32
SRS5,2004-05-03,11:40,26,27.257,0.37,719.583,0.45,1.99,0.28,0.11,-9999,1.72
SRS6,2004-05-03,12:30,31,28.261,0.49,-9999,0.68,1.52,0.3,0.03,-9999,1.22
SRS1a,2004-05-05,15:45,-9999,-9999,-9999,1019.167,0.53,1.05,0.2,0.01,1120,0.85
SRS2,2004-05-05,12:00,-9999,100.284,0.15,2499.167,3.71,0.42,0.21,0.05,2500,0.2
SRS3,2004-05-05,9:45,-9999,46.692,0.29,2120,-9999,1.39,0.27,0.02,2137.5,1.12
SRS4,2004-06-02,9:40,24.4,32.281,0.33,1003.333,1.5,2.47,0.26,0.05,1115.833,2.21
SRS5,2004-06-02,10:15,31.6,28.065,0.52,715.75,0.48,1.02,0.13,0.01,796.25,0.89
SRS6,2004-06-02,11:10,34.2,31.071,0.35,504.583,0.84,0.53,0.27,0.08,578.083,0.26
SRS1a,2004-06-24,15:00,-9999,30.155,0.91,1135.833,0.45,1.28,0.13,0.03,1190,1.15
SRS2,2004-06-24,10:20,-9999,76.029,0.21,-9999,8.92,2.08,0.24,0.08,3617.5,1.84
SRS3,2004-06-24,9:30,-9999,124.803,0.27,1994.167,3.14,1.88,0.22,0.04,2117.5,1.66
SRS1a,2004-07-15,10:45,-9999,36.421,0.45,983.333,0.79,-9999,-9999,0.03,-9999,0.5
SRS4,2004-07-20,10:45,3.6,21.548,0.44,1111.667,0.85,0.95,0.16,0.05,1170,0.78
SRS5,2004-07-20,11:45,14.5,31.429,0.33,1024.583,2.71,2.65,0.38,0.07,1143.333,2.26
SRS6,2004-07-20,12:30,8.4,26.6,-9999,698.167,2.09,1.13,0.23,-9999,804.25,0.9
SRS2,2004-07-29,9:30,-9999,59.598,0.28,-9999,3.38,0.56,0.56,0.05,2227.5,-9999
SRS3,2004-07-29,10:50,-9999,22.648,0.28,1132.5,1.6,0.52,0.08,0.06,1288.333,0.44
SRS4,2004-08-16,10:35,0.7,34.871,0.34,1176.667,0.96,7.64,0.14,0.05,1114.167,7.5
SRS5,2004-08-16,11:10,1.4,52.462,0.3,1195.833,1.47,2.62,0.22,0.1,1158.333,2.39
SRS6,2004-08-16,11:50,16.1,59.642,0.46,935,3.32,5.1,0.53,0.17,976.667,4.56
SRS2,2004-08-17,10:00,-9999,46.291,-9999,1163.333,2.05,0.56,0.08,-9999,1149.167,0.48
SRS3,2004-08-17,9:00,-9999,36.527,0.22,1017.083,1.05,1.24,0.08,0.06,961.667,1.16
SRS1a,2004-08-19,12:30,-9999,53.384,0.42,1973.333,2.6,4.25,0.51,0.08,1903.333,3.75
SRS4,2004-09-01,10:00,0.5,50.485,0.31,960.833,0.76,0.96,0.12,0.04,999.167,0.83
SRS5,2004-09-01,10:35,1.4,42.292,0.25,997.5,1.84,2.38,0.21,0.03,1056.667,2.17
SRS6,2004-09-01,11:10,15.8,42.275,0.43,-9999,4.45,2.82,0.4,0.09,-9999,2.43
SRS1a,2004-09-08,16:30,-9999,30.946,0.19,1395,3.69,6.01,0.25,0.04,1440,5.76
SRS2,2004-09-08,10:20,-9999,31.051,0.11,1022.5,1.69,1.15,0.05,-9999,1071.667,1.09
SRS3,2004-09-08,11:45,-9999,18.355,-9999,821.833,0.82,0.73,0.05,-9999,915.833,0.68
SRS4,2004-10-13,10:30,1.1,25.472,0.18,977.5,0.78,1.13,0.11,0.03,1049.167,1.02
SRS5,2004-10-13,11:00,12,24.054,0.36,925.833,2.97,3.88,0.26,0.09,1052.5,3.62
SRS6,2004-10-13,11:30,12.6,22.381,-9999,670.583,1.3,3.47,0.23,-9999,766.917,3.25
SRS1a,2004-10-14,12:00,-9999,32.049,0.11,1462.5,2.02,1.94,0.12,0.03,1562.5,1.83
SRS2,2004-10-14,10:30,-9999,33.754,0.12,1102.5,3.16,1.47,0.07,0.03,1208.333,1.41
SRS3,2004-10-14,9:30,-9999,22.04,0.12,951.667,0.93,0.69,0.06,0.05,1009.167,0.63
SRS4,2004-11-16,10:45,1.1,27.737,0.12,1096.667,1.57,3.03,0.38,0.04,1266.667,2.65
SRS5,2004-11-16,13:30,2.3,25.532,0.19,1104.167,1.27,1.61,0.28,0.03,1221.667,1.33
SRS6,2004-11-16,13:00,12.5,24.695,0.33,898.333,1.74,2.23,0.58,0.05,976.667,1.65
SRS2,2004-11-17,10:45,-9999,45.089,0.1,1637.917,3.97,0.16,0.16,0.03,1680.833,0
SRS3,2004-11-17,16:00,-9999,33.629,0.1,1230,1.18,0.27,0.12,0.04,1288.333,0.15
SRS1a,2004-11-22,9:30,-9999,33.871,0.11,1310.833,1.82,0.42,0.17,0.01,1385.833,0.25
